id|Regione|Provincia|Comune|Indirizzo|Cap|Banca|ABI|CAB
24805|Trentino-Alto Adige|Trento|Avio|Piazza Roma, 3|38063|Unicredit, Societa' per Azioni|2008|34320
24806|Trentino-Alto Adige|Trento|Baselga di Pinè|Via 4 Novembre, 16|38040|Cassa Rurale Alta Valsugana - Banca di Credito Cooperativo - Societa' Cooperativa|8178|34331
24807|Trentino-Alto Adige|Trento|Baselga di Pinè|Via Cesare Battisti, 17|38042|Cassa Rurale Alta Valsugana - Banca di Credito Cooperativo - Societa' Cooperativa|8178|34330
24808|Trentino-Alto Adige|Trento|Baselga di Pinè|Via Cesare Battisti, 94|38042|Unicredit, Societa' per Azioni|2008|34330
24809|Trentino-Alto Adige|Trento|Bedollo|Via G. Verdi, 16|38043|Cassa Rurale Alta Valsugana - Banca di Credito Cooperativo - Societa' Cooperativa|8178|34340
24810|Trentino-Alto Adige|Trento|Besenello|Via Calliano, 18|38060|Cassa Rurale Alta Vallagarina di Besenello, Calliano, Nomi, Volano - Banca Di Credito Cooperativo - Societa' Cooperativa|8305|34350
24811|Trentino-Alto Adige|Trento|Besenello|Via Nazionale 1|38060|Intesa Sanpaolo S.P.A.|3069|34353
24812|Trentino-Alto Adige|Trento|Bieno|Piazza Maggiore, 1|38050|Cassa Rurale Valsugana e Tesino - Banca di Credito Cooperativo - Societa' Cooperativa|8102|88930
24813|Trentino-Alto Adige|Trento|Bleggio Superiore|Frazione Larido, 2-3|38071|Cassa Rurale Don Lorenzo Guetti di Quadra - Fiave' - Lomaso - Banca Di Credito Cooperativo - Societa' Cooperativa|8088|34380
24814|Trentino-Alto Adige|Trento|Bleggio Superiore|Frazione Santa Croce, 34|38071|Cassa Rurale Don Lorenzo Guetti di Quadra - Fiave' - Lomaso - Banca Di Credito Cooperativo - Societa' Cooperativa|8088|34381
24815|Trentino-Alto Adige|Trento|Bondone|Via Aldo Sette, 6|38080|Banca Valsabbina Societa' Cooperativa Per Azioni (In Breve la Valsabbina)|5116|34399
24816|Trentino-Alto Adige|Trento|Borgo Chiese|Via Don Alessandro Bertolasi, 64|38082|Cassa Rurale Adamello - Brenta Banca di Credito Cooperativo - Societa' Cooperativa|8024|5584
24817|Trentino-Alto Adige|Trento|Borgo Chiese|Via Roma, 39|38083|Cassa Rurale Adamello - Brenta Banca di Credito Cooperativo - Societa' Cooperativa|8024|5583
24818|Trentino-Alto Adige|Trento|Borgo Chiese|Via Roma, 47|38083|Cassa Rurale Giudicarie Valsabbia Paganella - Banca Di Credito Cooperativo - Societa' Cooperativa|8078|5583
24819|Trentino-Alto Adige|Trento|Borgo Valsugana|Corso Ausugum, 5|38051|Banca Piccolo Credito Valtellinese, Societa' per Azioni|5216|34400
24820|Trentino-Alto Adige|Trento|Borgo Valsugana|Via Hippoliti, 11/13|38051|Banca Popolare Dell'Alto Adige Societa' per Azioni (in Tedesco Sudtiroler Volksbank A.G.)|5856|34400
24821|Trentino-Alto Adige|Trento|Borgo Valsugana|Viale Roma, 1|38051|Cassa di Risparmio Di Bolzano S.P.A. - Sudtiroler Sparkasse Ag|6045|34400
24822|Trentino-Alto Adige|Trento|Borgo Valsugana|Corso Vicenza, 13/B|38051|Cassa Rurale Olle - Samone - Scurelle Banca di Credito Cooperativo Societa' Cooperativa|8167|34402
24823|Trentino-Alto Adige|Trento|Borgo Valsugana|Via s.Bartolomeo del Cervo, 2|38051|Cassa Rurale Olle - Samone - Scurelle Banca di Credito Cooperativo Societa' Cooperativa|8167|34400
24824|Trentino-Alto Adige|Trento|Borgo Valsugana|Viale IV Novembre, 20|38051|Cassa Rurale Olle - Samone - Scurelle Banca di Credito Cooperativo Societa' Cooperativa|8167|34401
24825|Trentino-Alto Adige|Trento|Borgo Valsugana|Piazza Dante, 7|38051|Intesa Sanpaolo S.P.A.|3069|34403
24826|Trentino-Alto Adige|Trento|Borgo Valsugana|Piazza Martiri della Resistenza, 15|38051|Unicredit, Societa' per Azioni|2008|34400
24827|Trentino-Alto Adige|Trento|Brentonico|Via Roma, 24/B|38060|Cassa Rurale Alto Garda - Banca di Credito Cooperativo - Societa' Cooperativa|8016|34420
24828|Trentino-Alto Adige|Trento|Bresimo|S.N.C.|38020|Cassa Rurale di Tuenno - Val Di Non - Banca Di Credito Cooperativo - Societa' Cooperativa|8282|35870
24829|Trentino-Alto Adige|Trento|Brez|Via Nigaiola, 1/A|38021|Cassa Rurale Novella e Alta Anaunia - Banca di Credito Cooperativo - Societa' Cooperativa|8200|34430
24830|Trentino-Alto Adige|Trento|Cagnò|Via Nazionale, 12/B|38020|Cassa Rurale Novella e Alta Anaunia - Banca di Credito Cooperativo - Società Cooperativa|8200|88940
24831|Trentino-Alto Adige|Trento|Calceranica al Lago|Via Donegani, 14|38050|Cassa Rurale Alta Valsugana - Banca di Credito Cooperativo - Societa' Cooperativa|8178|34450
24832|Trentino-Alto Adige|Trento|Caldes|Via 4 Novembre, 8|38022|Cassa Rurale di Rabbi e Caldes - Banca Di Credito Cooperativo - Societa' Cooperativa|8042|34460
24833|Trentino-Alto Adige|Trento|Caldonazzo|Largo Graziadei, 15|38052|Cassa Rurale Alta Valsugana - Banca di Credito Cooperativo - Societa' Cooperativa|8178|34470
24834|Trentino-Alto Adige|Trento|Calliano|Via Valentini, 19|38060|Cassa Rurale Alta Vallagarina di Besenello, Calliano, Nomi, Volano - Banca Di Credito Cooperativo - Societa' Cooperativa|8305|34480
24835|Trentino-Alto Adige|Trento|Campitello di Fassa|Streda Dolomites, 67|38031|Cassa Rurale Val di Fassa e Agordino - Banca Di Credito Cooperativo - Societa' Cooperativa|8140|34490
24836|Trentino-Alto Adige|Trento|Campodenno|Corso Principale, 4|38010|Cassa Rurale di Tuenno - Val Di Non - Banca Di Credito Cooperativo - Societa' Cooperativa|8282|34500
24837|Trentino-Alto Adige|Trento|Canal San Bovo|Via Caseri, 35|38050|Cassa Rurale Valli di Primiero e Vanoi - Banca Di Credito Cooperativo - Societa' Cooperativa|8279|34511
24838|Trentino-Alto Adige|Trento|Canal San Bovo|Via Roma, 46|38050|Cassa Rurale Valli di Primiero e Vanoi - Banca Di Credito Cooperativo - Societa' Cooperativa|8279|34510
24839|Trentino-Alto Adige|Trento|Canazei|Via Dolomiti, 58|38032|Banco Popolare - Societa' Cooperativa|5034|34520
24840|Trentino-Alto Adige|Trento|Canazei|Streda Dolomites, 81|38032|Cassa di Risparmio Di Bolzano S.P.A. - Sudtiroler Sparkasse Ag|6045|34520
24841|Trentino-Alto Adige|Trento|Canazei|Streda de Costa, 173|38032|Cassa Rurale Val di Fassa e Agordino - Banca Di Credito Cooperativo - Societa' Cooperativa|8140|34521
24842|Trentino-Alto Adige|Trento|Canazei|Streda de Pareda, 30|38032|Cassa Rurale Val di Fassa e Agordino - Banca Di Credito Cooperativo - Societa' Cooperativa|8140|34520
24843|Trentino-Alto Adige|Trento|Canazei|Streda Dolomites, 91|38032|Intesa Sanpaolo S.P.A.|3069|34523
24844|Trentino-Alto Adige|Trento|Canazei|Streda (Via) de Pareda, 13|38032|Unicredit, Societa' per Azioni|2008|34520
24845|Trentino-Alto Adige|Trento|Capriana|Piazza Roma, 1|38030|Cassa Rurale di Fiemme - Banca Di Credito Cooperativo - Societa' Cooperativa|8184|34530
24846|Trentino-Alto Adige|Trento|Carano|Via Giovannelli, 36|38033|Cassa Rurale Centrofiemme - Cavalese - Banca di Credito Cooperativo - Societa' Cooperativa|8057|34540
24847|Trentino-Alto Adige|Trento|Carisolo|Via Garibaldi, 8|38080|Cassa Rurale Pinzolo - Banca di Credito Cooperativo - Societa' Cooperativa|8179|35920
24848|Trentino-Alto Adige|Trento|Carzano|Via Castelnuovo, 2|38050|Cassa Rurale Valsugana e Tesino - Banca di Credito Cooperativo - Societa' Cooperativa|8102|79070
24849|Trentino-Alto Adige|Trento|Castel Condino|Via Cesare Battisti, 12|38082|Cassa Rurale Adamello - Brenta Banca di Credito Cooperativo - Societa' Cooperativa|8024|34550
24850|Trentino-Alto Adige|Trento|Castel Ivano|Piazza B. V. della Mercede, 3|38059|Cassa Rurale Valsugana e Tesino - Banca di Credito Cooperativo - Societa' Cooperativa|8102|5590
24851|Trentino-Alto Adige|Trento|Castel Ivano|Piazza Municipio, 11|38059|Cassa Rurale Valsugana e Tesino - Banca di Credito Cooperativo - Societa' Cooperativa|8102|5588
24852|Trentino-Alto Adige|Trento|Castel Ivano|Via per Strigno, 1|38059|Cassa Rurale Valsugana e Tesino - Banca di Credito Cooperativo - Societa' Cooperativa|8102|5589
24853|Trentino-Alto Adige|Trento|Castelfondo|Via Dante Alighieri, 17|38020|Cassa Rurale Novella e Alta Anaunia - Banca di Credito Cooperativo - Societa' Cooperativa|8200|34569
24854|Trentino-Alto Adige|Trento|Castello Tesino|Via Dante, 6/A|38053|Cassa Rurale Valsugana e Tesino - Banca di Credito Cooperativo - Societa' Cooperativa|8102|34580
24855|Trentino-Alto Adige|Trento|Castello-Molina di Fiemme|Via Italia, 6|38030|Cassa Rurale di Fiemme - Banca Di Credito Cooperativo - Societa' Cooperativa|8184|34571
24856|Trentino-Alto Adige|Trento|Castello-Molina di Fiemme|Via Roma, 2/B|38030|Cassa Rurale di Fiemme - Banca Di Credito Cooperativo - Societa' Cooperativa|8184|34570
24857|Trentino-Alto Adige|Trento|Castelnuovo|Piazza Municipio, 13|38050|Cassa Rurale Olle - Samone - Scurelle Banca di Credito Cooperativo Societa' Cooperativa|8167|34590
24858|Trentino-Alto Adige|Trento|Cavalese|Piazza Cesare Battisti, 4|38033|Banca Piccolo Credito Valtellinese, Societa' per Azioni|5216|34600
24859|Trentino-Alto Adige|Trento|Cavalese|Viale Liberta', 7|38033|Banca Popolare Dell'Alto Adige Societa' per Azioni (in Tedesco Sudtiroler Volksbank A.G.)|5856|34600
24860|Trentino-Alto Adige|Trento|Cavalese|Piazza Dante, 4|38033|Banco Popolare - Societa' Cooperativa|5034|34600
24861|Trentino-Alto Adige|Trento|Cavalese|Via F.Lli Bronzetti, 45|38033|Cassa di Risparmio Di Bolzano S.P.A. - Sudtiroler Sparkasse Ag|6045|34600
24862|Trentino-Alto Adige|Trento|Cavalese|Piazza Battisti, 12|38033|Cassa Rurale Centrofiemme - Cavalese - Banca di Credito Cooperativo - Societa' Cooperativa|8057|34600
24863|Trentino-Alto Adige|Trento|Cavalese|Via Chiesa, 37|38033|Cassa Rurale Centrofiemme - Cavalese - Banca di Credito Cooperativo - Societa' Cooperativa|8057|34601
24864|Trentino-Alto Adige|Trento|Cavalese|Piazza Scopoli, 11|38033|Intesa Sanpaolo S.P.A.|3069|34603
24865|Trentino-Alto Adige|Trento|Cavalese|Via Bronzetti, 8|38033|Unicredit, Societa' per Azioni|2008|34600
24866|Trentino-Alto Adige|Trento|Cavareno|Piazza A. de Gasperi, 9|38011|Cassa Rurale Novella e Alta Anaunia - Banca di Credito Cooperativo - Societa' Cooperativa|8200|34610
24867|Trentino-Alto Adige|Trento|Cavedago|Via alla Croce, 8|38010|Cassa Rurale Giudicarie Valsabbia Paganella - Banca Di Credito Cooperativo - Societa' Cooperativa|8078|35940
24868|Trentino-Alto Adige|Trento|Cavedine|Via Camartina, 15|38073|Cassa Rurale della Valle dei Laghi - Banca di Credito Cooperativo - Societa' Cooperativa|8132|34621
24869|Trentino-Alto Adige|Trento|Cavedine|Via Ss. Martiri, 3|38073|Cassa Rurale della Valle dei Laghi - Banca di Credito Cooperativo - Societa' Cooperativa|8132|34620
24870|Trentino-Alto Adige|Trento|Cembra Lisignago|Via del Portico, 113|38030|Cassa Rurale di Giovo - Banca Di Credito Cooperativo - Societa' Cooperativa|8100|34950
24871|Trentino-Alto Adige|Trento|Cembra Lisignago|Viale 4 Novembre, 26|38034|Cassa Rurale di Giovo - Banca Di Credito Cooperativo - Societa' Cooperativa|8100|34630
24872|Trentino-Alto Adige|Trento|Cembra Lisignago|Viale IV Novembre, 47|38034|Cassa Rurale Lavis - Valle di Cembra - Banca Di Credito Cooperativo - Societa' Cooperativa|8120|34630
24873|Trentino-Alto Adige|Trento|Cembra Lisignago|Viale IV Novembre, 41|38034|Unicredit, Societa' per Azioni|2008|5593
24874|Trentino-Alto Adige|Trento|Cimone|Via Covelo, 91|38060|Cassa Rurale di Trento - Banca Di Credito Cooperativo - Societa' Cooperativa|8304|34659
24875|Trentino-Alto Adige|Trento|Cinte Tesino|Via Don Dalmonego, 2|38050|Cassa Rurale Valsugana e Tesino - Banca di Credito Cooperativo - Societa' Cooperativa|8102|35880
24876|Trentino-Alto Adige|Trento|Cis|Piazza Centrale|38020|Cassa Rurale di Tuenno - Val Di Non - Banca Di Credito Cooperativo - Societa' Cooperativa|8282|36390
24877|Trentino-Alto Adige|Trento|Civezzano|Localita' Cogatti|38045|Cassa Rurale Alta Valsugana - Banca di Credito Cooperativo - Societa' Cooperativa|8178|34662
24878|Trentino-Alto Adige|Trento|Civezzano|Piazza s. Maria, 12|38045|Cassa Rurale Alta Valsugana - Banca di Credito Cooperativo - Societa' Cooperativa|8178|34661
24879|Trentino-Alto Adige|Trento|Civezzano|Via Milana, 15|38045|Cassa Rurale Alta Valsugana - Banca di Credito Cooperativo - Societa' Cooperativa|8178|34660
24880|Trentino-Alto Adige|Trento|Cles|Via Trento, 14|38023|Banca Piccolo Credito Valtellinese, Societa' per Azioni|5216|34670
24881|Trentino-Alto Adige|Trento|Cles|Piazza Navarrino, 16/17|38023|Banca Popolare Dell'Alto Adige Societa' per Azioni (in Tedesco Sudtiroler Volksbank A.G.)|5856|34670
24882|Trentino-Alto Adige|Trento|Cles|Piazza Navarrino, 5|38023|Banca Popolare di Sondrio, Societa' Cooperativa Per Azioni|5696|34670
24883|Trentino-Alto Adige|Trento|Cles|Corso Dante, 18|38023|Banco Popolare - Societa' Cooperativa|5034|34670
24884|Trentino-Alto Adige|Trento|Cles|Piazza Granda, 36|38023|Cassa di Risparmio Di Bolzano S.P.A. - Sudtiroler Sparkasse Ag|6045|34670
24885|Trentino-Alto Adige|Trento|Cles|Piazza Granda, 50|38023|Cassa Rurale di Tuenno - Val Di Non - Banca Di Credito Cooperativo - Societa' Cooperativa|8282|34671
24886|Trentino-Alto Adige|Trento|Cles|Via Marconi, 58|38023|Cassa Rurale di Tuenno - Val Di Non - Banca Di Credito Cooperativo - Societa' Cooperativa|8282|34672
24887|Trentino-Alto Adige|Trento|Cles|Viale de Gasperi, 10/A|38023|Cassa Rurale di Tuenno - Val Di Non - Banca Di Credito Cooperativo - Societa' Cooperativa|8282|34670
24888|Trentino-Alto Adige|Trento|Cles|Piazza Navarrino, 8|38023|Intesa Sanpaolo S.P.A.|3069|34673
24889|Trentino-Alto Adige|Trento|Cles|Corso Dante Alighieri, 29|38023|Unicredit, Societa' per Azioni|2008|34671
24890|Trentino-Alto Adige|Trento|Cloz|Via s.Maria, 2|38020|Cassa Rurale Novella e Alta Anaunia - Banca di Credito Cooperativo - Societa' Cooperativa|8200|34680
24891|Trentino-Alto Adige|Trento|Comano Terme|Via C. Battisti, 139|38077|Cassa Rurale Don Lorenzo Guetti di Quadra - Fiave' - Lomaso - Banca Di Credito Cooperativo - Societa' Cooperativa|8088|73881
24892|Trentino-Alto Adige|Trento|Comano Terme|Via Don Guetti, 1|38077|Cassa Rurale Don Lorenzo Guetti di Quadra - Fiave' - Lomaso - Banca Di Credito Cooperativo - Societa' Cooperativa|8088|73880
24893|Trentino-Alto Adige|Trento|Comano Terme|Frazione Godenzo, 51/C|38077|Cassa Rurale Giudicarie Valsabbia Paganella - Banca Di Credito Cooperativo - Societa' Cooperativa|8078|73881
24894|Trentino-Alto Adige|Trento|Comano Terme|Via Guglielmo Marconi, 4|38077|Cassa Rurale Giudicarie Valsabbia Paganella - Banca Di Credito Cooperativo - Societa' Cooperativa|8078|73880
24895|Trentino-Alto Adige|Trento|Comano Terme|Via Marconi, 8|38070|Unicredit, Societa' per Azioni|2008|73880
24896|Trentino-Alto Adige|Trento|Commezzadura|Via del Pont, 6|38020|Cassa Rurale Alta Valdisole e Pejo - Banca Di Credito Cooperativo - Societa' Cooperativa|8163|34690
24897|Trentino-Alto Adige|Trento|Contà|Via Cesare Battisti, 1|38010|Cassa Rurale di Tuenno - Val Di Non - Banca Di Credito Cooperativo - Societa' Cooperativa|8282|34810
24898|Trentino-Alto Adige|Trento|Contà|Via G. Menapace, 1/A|38010|Cassa Rurale di Tuenno - Val Di Non - Banca Di Credito Cooperativo - Societa' Cooperativa|8282|35950
24899|Trentino-Alto Adige|Trento|Daiano|Piazza Alcide De Gasperi, 8|38030|Cassa Rurale Centrofiemme - Cavalese - Banca di Credito Cooperativo - Societa' Cooperativa|8057|45010
24900|Trentino-Alto Adige|Trento|Dambel|Via Crosara, 13|38010|Cassa Rurale d'Anaunia - Banca di Credito Cooperativo - Taio- Societa' Cooperativa|8263|34720
24901|Trentino-Alto Adige|Trento|Denno|Via Cesare Battisti, 2|38010|Cassa Rurale Bassa Anaunia - Banca di Credito Cooperativo - Societa' Cooperativa|8079|34730
24902|Trentino-Alto Adige|Trento|Dimaro Folgarida|Via Campiglio, 138|38025|Cassa di Risparmio Di Bolzano S.P.A. - Sudtiroler Sparkasse Ag|6045|34740
24903|Trentino-Alto Adige|Trento|Dimaro Folgarida|Via Campiglio, 104|38025|Cassa Rurale Alta Valdisole e Pejo - Banca Di Credito Cooperativo - Societa' Cooperativa|8163|5598
24904|Trentino-Alto Adige|Trento|Dimaro Folgarida|Via Don T.V. Bottea, 46|38020|Cassa Rurale Alta Valdisole e Pejo - Banca Di Credito Cooperativo - Societa' Cooperativa|8163|5600
24905|Trentino-Alto Adige|Trento|Drena|Via Don C. Corradini, 5|38074|Cassa Rurale della Valle dei Laghi - Banca di Credito Cooperativo - Societa' Cooperativa|8132|34759
24906|Trentino-Alto Adige|Trento|Dro|Piazza Mercato, 15|38070|Cassa Rurale Alto Garda - Banca di Credito Cooperativo - Societa' Cooperativa|8016|34761
24907|Trentino-Alto Adige|Trento|Dro|Via Segantini, 1|38074|Cassa Rurale Alto Garda - Banca di Credito Cooperativo - Societa' Cooperativa|8016|34760
24908|Trentino-Alto Adige|Trento|Faedo|Via Piano 11|23020|Banca Piccolo Credito Valtellinese, Societa' per Azioni|5216|0
24909|Trentino-Alto Adige|Trento|Faedo|Via Vaneggie, 1/B|38010|Cassa Rurale di Mezzolombardo e San Michele All'Adige - Banca Di Credito Cooperativo - Societa' Cooperativa|8139|35960
24910|Trentino-Alto Adige|Trento|Fai della Paganella|Piazza Italia Unita, 8|38010|Cassa Rurale Giudicarie Valsabbia Paganella - Banca Di Credito Cooperativo - Societa' Cooperativa|8078|34770
24911|Trentino-Alto Adige|Trento|Fiavè|Via de Gasperi, 3|38075|Cassa Rurale Don Lorenzo Guetti di Quadra - Fiave' - Lomaso - Banca Di Credito Cooperativo - Societa' Cooperativa|8088|34790
24912|Trentino-Alto Adige|Trento|Fierozzo|Maso Ronca, 1|38050|Cassa Rurale Alta Valsugana - Banca di Credito Cooperativo - Societa' Cooperativa|8178|82060
24913|Trentino-Alto Adige|Trento|Folgaria|Piazza San Lorenzo, 47|38064|Cassa Rurale degli Altipiani - Banca di Credito Cooperativo - Societa' Cooperativa|8091|34820
24914|Trentino-Alto Adige|Trento|Folgaria|Via XXVIII Aprile Nr. 8|38044|Cassa Rurale degli Altipiani - Banca di Credito Cooperativo - Societa' Cooperativa|8091|34821
24915|Trentino-Alto Adige|Trento|Folgaria|Via Colpi, 365|38064|Cassa Rurale di Rovereto - Banca Di Credito Cooperativo - Societa' Cooperativa|8210|34820
24916|Trentino-Alto Adige|Trento|Folgaria|Via Colpi, 132|38064|Unicredit, Societa' per Azioni|2008|34820
24917|Trentino-Alto Adige|Trento|Fondo|Via Cesare Battisti, 39|38013|Banca Popolare Dell'Alto Adige Societa' per Azioni (in Tedesco Sudtiroler Volksbank A.G.)|5856|34830
24918|Trentino-Alto Adige|Trento|Fondo|Piazza s.Giovanni, 29|38013|Cassa Rurale Novella e Alta Anaunia - Banca di Credito Cooperativo - Societa' Cooperativa|8200|34830
24919|Trentino-Alto Adige|Trento|Fondo|Via Cesare Battisti, 20|38013|Intesa Sanpaolo S.P.A.|3069|34834
24920|Trentino-Alto Adige|Trento|Fondo|Piazza s.Giovanni, 33/35|38013|Unicredit, Societa' per Azioni|2008|34830
24921|Trentino-Alto Adige|Trento|Fornace|Via della Marela, 13|38040|Cassa Rurale Alta Valsugana - Banca di Credito Cooperativo - Societa' Cooperativa|8178|34840
24922|Trentino-Alto Adige|Trento|Garniga Terme|Via dei Bagni di Fieno, 21|38060|Cassa Rurale di Trento - Banca Di Credito Cooperativo - Societa' Cooperativa|8304|34850
24923|Trentino-Alto Adige|Trento|Giovo|Via Principe Umberto, 20|38030|Cassa Rurale di Giovo - Banca Di Credito Cooperativo - Societa' Cooperativa|8100|34860
24924|Trentino-Alto Adige|Trento|Giustino|Via Presanella, 25|38086|Cassa Rurale Pinzolo - Banca di Credito Cooperativo - Societa' Cooperativa|8179|85230
24925|Trentino-Alto Adige|Trento|Grigno|Via Ponte Brenta, 2/A|38050|Cassa Rurale Valsugana e Tesino - Banca di Credito Cooperativo - Societa' Cooperativa|8102|34871
24926|Trentino-Alto Adige|Trento|Grigno|Via Vittorio Emanuele, 144|38055|Cassa Rurale Valsugana e Tesino - Banca di Credito Cooperativo - Societa' Cooperativa|8102|34870
24927|Trentino-Alto Adige|Trento|Imer|Via Nazionale, 38/C|38050|Cassa Rurale Valli di Primiero e Vanoi - Banca Di Credito Cooperativo - Societa' Cooperativa|8279|34890
24928|Trentino-Alto Adige|Trento|Isera|Piazza s.Vincenzo, 11|38060|Cassa Rurale di Isera - Banca Di Credito Cooperativo - Societa' Cooperativa|8107|34900
24929|Trentino-Alto Adige|Trento|Lavarone|Via Gionghi, 69/A|38046|Cassa Rurale degli Altipiani - Banca di Credito Cooperativo - Societa' Cooperativa|8091|34921
24930|Trentino-Alto Adige|Trento|Lavarone|Localita' Gionghi, 11|38046|Unicredit, Societa' per Azioni|2008|34920
24931|Trentino-Alto Adige|Trento|Lavis|Via Rosmini, 65|38015|Banca Popolare Dell'Alto Adige Societa' per Azioni (in Tedesco Sudtiroler Volksbank A.G.)|5856|34930
24932|Trentino-Alto Adige|Trento|Lavis|Via Giacomo Matteotti, 72|38015|Cassa di Risparmio Di Bolzano S.P.A. - Sudtiroler Sparkasse Ag|6045|34930
24933|Trentino-Alto Adige|Trento|Lavis|Via Segantini, 23|38015|Cassa Rurale di Giovo - Banca Di Credito Cooperativo - Societa' Cooperativa|8100|34930
24934|Trentino-Alto Adige|Trento|Lavis|Piazza Giovanni della Croce, 10|38015|Cassa Rurale Lavis - Valle di Cembra - Banca Di Credito Cooperativo - Societa' Cooperativa|8120|34932
24935|Trentino-Alto Adige|Trento|Lavis|Via Negrelli, 13|38015|Cassa Rurale Lavis - Valle di Cembra - Banca Di Credito Cooperativo - Societa' Cooperativa|8120|34931
24936|Trentino-Alto Adige|Trento|Lavis|Via Rosmini, 61|38015|Cassa Rurale Lavis - Valle di Cembra - Banca Di Credito Cooperativo - Societa' Cooperativa|8120|34930
24937|Trentino-Alto Adige|Trento|Lavis|Piazza Manci, 6|38015|Intesa Sanpaolo S.P.A.|3069|34934
24938|Trentino-Alto Adige|Trento|Lavis|Via de Gasperi, 41|38015|Unicredit, Societa' per Azioni|2008|34930
24939|Trentino-Alto Adige|Trento|Ledro|Via Marconi, 91|38060|Cassa Rurale Adamello - Brenta Banca di Credito Cooperativo - Societa' Cooperativa|8024|72140
24940|Trentino-Alto Adige|Trento|Ledro|Via Nuova, 40|38060|Cassa Rurale Alto Garda - Banca di Credito Cooperativo - Societa' Cooperativa|8016|72140
24941|Trentino-Alto Adige|Trento|Ledro|Piazza Europa, 2|38067|Cassa Rurale di Ledro - Banca Di Credito Cooperativo - Societa' Cooperativa|8026|72144
24942|Trentino-Alto Adige|Trento|Ledro|Via Maffei, 69|38067|Cassa Rurale di Ledro - Banca Di Credito Cooperativo - Societa' Cooperativa|8026|72142
24943|Trentino-Alto Adige|Trento|Ledro|Viale Chiassi, 17|38067|Cassa Rurale di Ledro - Banca Di Credito Cooperativo - Societa' Cooperativa|8026|72140
24944|Trentino-Alto Adige|Trento|Ledro|Via Pier Antonio Cassoni, 26|38067|Unicredit, Societa' per Azioni|2008|72140
24945|Trentino-Alto Adige|Trento|Levico Terme|Via Dante, 3|38056|Cassa Rurale Alta Valsugana - Banca di Credito Cooperativo - Societa' Cooperativa|8178|34940
24946|Trentino-Alto Adige|Trento|Levico Terme|Via G. Avancini, 4|38056|Cassa Rurale Alta Valsugana - Banca di Credito Cooperativo - Societa' Cooperativa|8178|34941
24947|Trentino-Alto Adige|Trento|Levico Terme|Piazza della Chiesa, 4|38056|Intesa Sanpaolo S.P.A.|3069|34943
24948|Trentino-Alto Adige|Trento|Levico Terme|Via Dante, 26|38056|Unicredit, Societa' per Azioni|2008|34940
24949|Trentino-Alto Adige|Trento|Livo|Numero Civico, 38 - Varollo|38020|Cassa Rurale di Tuenno - Val di Non - Banca di Credito Cooperativo - Società Cooperativa|8282|34960
24950|Trentino-Alto Adige|Trento|Lona-Lases|Via Nazionale, 37|38040|Cassa Rurale Lavis - Valle di Cembra - Banca Di Credito Cooperativo - Societa' Cooperativa|8120|34980
24951|Trentino-Alto Adige|Trento|Luserna|Piazza Marconi, 6|38040|Unicredit, Societa' per Azioni|2008|34999
24952|Trentino-Alto Adige|Trento|Madruzzo|Piazza Alcide De Gasperi, 23 - Lasino|38076|Cassa Rurale della Valle dei Laghi - Banca di Credito Cooperativo - Societa' Cooperativa|8132|5604
24953|Trentino-Alto Adige|Trento|Madruzzo|Via Cesare Battisti, 4 - Calavino|38076|Cassa Rurale della Valle dei Laghi - Banca di Credito Cooperativo - Societa' Cooperativa|8132|5602
24954|Trentino-Alto Adige|Trento|Madruzzo|Via Garda, 2 - Sarche|38076|Cassa Rurale della Valle dei Laghi - Banca di Credito Cooperativo - Societa' Cooperativa|8132|5603
24955|Trentino-Alto Adige|Trento|Malè|Via Bezzi, 9|38027|Banco Popolare - Societa' Cooperativa|5034|35000
24956|Trentino-Alto Adige|Trento|Malè|Piazza Regina Elena, 6|38027|Cassa Rurale di Rabbi e Caldes - Banca Di Credito Cooperativo - Societa' Cooperativa|8042|35001
24957|Trentino-Alto Adige|Trento|Malè|Via IV Novembre, 13|38027|Cassa Rurale di Rabbi e Caldes - Banca Di Credito Cooperativo - Societa' Cooperativa|8042|35000
24958|Trentino-Alto Adige|Trento|Malè|Viale Trento, 8|38027|Intesa Sanpaolo S.P.A.|3069|35004
24959|Trentino-Alto Adige|Trento|Malè|Piazza Garibaldi, 2|38027|Unicredit, Societa' per Azioni|2008|35000
24960|Trentino-Alto Adige|Trento|Mazzin|Streda de Capitel del Moro, 817|38030|Cassa Rurale Val di Fassa e Agordino - Banca Di Credito Cooperativo - Societa' Cooperativa|8140|85200
24961|Trentino-Alto Adige|Trento|Mezzana|Via IV Novembre, 56|38020|Cassa Rurale Alta Valdisole e Pejo - Banca Di Credito Cooperativo - Societa' Cooperativa|8163|35010
24962|Trentino-Alto Adige|Trento|Mezzano|Via Roma, 85|38050|Cassa Rurale Valli di Primiero e Vanoi - Banca Di Credito Cooperativo - Societa' Cooperativa|8279|35020
24963|Trentino-Alto Adige|Trento|Mezzocorona|Via Dante Alighieri, 8|38016|Cassa Rurale di Mezzocorona - Banca Di Credito Cooperativo -Societa' Cooperativa|8138|35030
24964|Trentino-Alto Adige|Trento|Mezzocorona|Piazza s. Gottardo, 52|38016|Intesa Sanpaolo S.P.A.|3069|35034
24965|Trentino-Alto Adige|Trento|Mezzolombardo|Via de Gasperi, 34|38017|Banca Piccolo Credito Valtellinese, Societa' per Azioni|5216|35040
